Id,Age,Gender,Wt,Height,Race,Exposure to fake news [hours/day],Rxn lvl,Notes,Trust level [%],Soc.Med,Status
12153,43,Female,80,157,White,10.6,1,Some skepticism,6,Facebook,Pending Review
12154,42,Male,67,164,Hispanic,5.7,1,Indifferent,1,WhatsApp,Warning Issued
12155,19,Female,117,181,Black,1.4,8,Completely unaware,61,Twitter,Inactive
12156,27,Female,116,192,Black,4.9,9,Unknown,105,WhatsApp,Needs Verification
12157,50,Non-Binary,53,199,Other,13.6,2,Unknown,10,WhatsApp,Suspended
12158,56,Female,79,184,Mixed,7.1,6,Occasional check,14,Twitter,Pending Review
12159,34,Male,94,191,Black,6.4,8,Occasional check,45,TikTok,Error
12160,33,Female,93,165,White,14.6,11,Needs Verification,69,Twitter,Pending Review
12161,52,Male,83,200,Asian,10.6,8,Participates in spreading,97,Twitter,Warning Issued
12162,25,Female,110,159,Asian,14.4,4,Participates in spreading,87,Snapchat,Inactive
12163,24,Non-Binary,61,199,Asian,8.1,8,Indifferent,14,Unknown,Warning Issued
12164,62,Female,120,167,White,11.1,0,Indifferent,27,Facebook,Warning Issued
12165,56,Non-Binary,107,173,Black,1.1,10,Fully converted,59,Snapchat,Error
12166,53,Non-Binary,66,184,Other,3.5,10,More fake news than reality,14,Instagram,Pending Review
12167,65,Non-Binary,62,174,Other,1,7,Needs Verification,3,WeChat,Warning Issued
12168,66,Male,102,164,Mixed,0.6,9,Indifferent,25,Unknown,Inactive
12169,58,Female,119,197,White,10.6,6,Needs Verification,72,WhatsApp,Inactive
12170,57,Male,64,183,White,0.5,7,More fake news than reality,97,Snapchat,Active
12171,40,Female,52,187,Asian,7,10,Unknown,33,TikTok,Suspended
12172,53,Non-Binary,57,198,Mixed,9.2,2,Indifferent,34,WhatsApp,Active
12173,49,Female,114,173,Asian,12.2,7,Participates in spreading,-4,WeChat,Active
12174,37,Male,80,197,Mixed,8.7,1,Completely unaware,59,Facebook,Active
12175,53,Female,76,180,White,10.5,5,Very Confused,22,WeChat,Error
12176,60,Male,58,180,Mixed,14.1,0,Occasional check,16,TikTok,Active
12177,28,Male,75,171,Mixed,0.2,3,Completely unaware,40,WhatsApp,Inactive
12178,66,Female,119,186,Mixed,13.7,0,Very Confused,8,TikTok,Error
12179,35,Non-Binary,94,186,Black,2.3,0,Indifferent,-8,Twitter,Suspended
12180,27,Male,69,160,Mixed,3.3,2,Does not engage,17,Twitter,Pending Review
12181,44,Male,56,185,Hispanic,14.4,8,Indifferent,3,Facebook,Suspended
12182,49,Non-Binary,51,192,Other,8.6,11,Some skepticism,74,TikTok,Suspended
12183,65,Non-Binary,110,193,Hispanic,2.3,10,Participates in spreading,82,WhatsApp,Warning Issued
12184,54,Male,80,170,White,5.2,4,More fake news than reality,13,Snapchat,Needs Verification
12185,32,Male,64,190,Asian,10.2,0,Participates in spreading,56,WeChat,Pending Review
12186,31,Female,81,157,Mixed,9.9,7,Very Confused,50,Unknown,Error
12187,55,Female,86,186,White,9.3,5,Indifferent,-2,WeChat,Active
12188,37,Female,58,199,Other,4.5,11,Does not engage,44,WeChat,Active
12189,28,Non-Binary,118,160,White,10.9,2,Participates in spreading,86,Instagram,Needs Verification
12190,47,Non-Binary,89,185,Asian,7.5,6,Unknown,116,TikTok,Error
12191,28,Male,56,153,Hispanic,10.5,7,Needs Verification,96,WeChat,Error
12192,53,Female,72,157,Hispanic,12.9,6,Does not engage,2,Facebook,Error
12193,30,Female,56,168,Other,12.9,3,More fake news than reality,31,WhatsApp,Error
12194,70,Male,72,194,Black,10.6,6,Believes everything,4,Twitter,Inactive
12195,39,Female,118,178,Black,7.3,11,Unknown,-1,Facebook,Needs Verification
12196,61,Female,113,164,White,12.5,9,Needs Verification,80,Twitter,Warning Issued
12197,53,Female,112,188,Other,4.4,2,Unknown,72,WeChat,Warning Issued
12198,67,Male,57,166,Hispanic,1.7,4,Very Confused,42,WhatsApp,Active
12199,25,Male,89,185,Hispanic,6.9,1,Occasional check,98,TikTok,Active
12200,49,Non-Binary,119,191,Other,1.4,4,Does not engage,118,WeChat,Needs Verification
12201,66,Non-Binary,118,180,Other,6.9,5,Unknown,115,Twitter,Pending Review
12202,35,Male,106,197,Hispanic,1.5,3,Unknown,25,WeChat,Needs Verification
12203,61,Female,107,185,Asian,4,4,Does not engage,23,Facebook,Warning Issued
12204,59,Non-Binary,106,152,Other,6.9,8,Completely unaware,55,TikTok,Active
12205,51,Male,53,151,Mixed,5.4,7,Indifferent,64,Unknown,Error
12206,29,Male,72,175,Mixed,11.8,8,Unknown,115,Facebook,Needs Verification
12207,20,Non-Binary,108,198,Other,13.1,11,Some skepticism,19,Twitter,Error
12208,38,Male,53,186,Other,3.5,6,Values nothing,14,WeChat,Error
12209,20,Non-Binary,87,167,Hispanic,10,2,Fully converted,67,Unknown,Inactive
12210,61,Female,113,183,Asian,14.4,1,Indifferent,69,WhatsApp,Active
12211,26,Female,90,180,Other,7.6,3,Some skepticism,43,Twitter,Error
12212,19,Male,69,185,Mixed,1.5,7,Does not engage,83,Snapchat,Warning Issued
12213,69,Female,88,183,White,6.4,8,Participates in spreading,37,Instagram,Suspended
12214,33,Male,93,165,Black,11.9,10,Completely unaware,30,Facebook,Needs Verification
12215,26,Female,87,169,Black,11.7,0,Some skepticism,45,Instagram,Needs Verification
12216,43,Non-Binary,96,165,Other,10.5,7,Some skepticism,8,TikTok,Suspended
12217,31,Female,120,155,Hispanic,4.4,1,Indifferent,19,WhatsApp,Needs Verification
12218,69,Female,89,162,Asian,6.9,1,Does not engage,17,WeChat,Needs Verification
12219,38,Male,112,184,Asian,13.6,0,Completely unaware,105,WhatsApp,Inactive
12220,35,Male,75,192,Other,9.9,3,Does not engage,-10,Facebook,Inactive
12221,51,Non-Binary,90,160,Black,14.3,1,Very Confused,13,Unknown,Active
12222,53,Female,69,193,Mixed,5.7,4,Values nothing,119,Instagram,Warning Issued
12223,42,Female,91,196,Hispanic,10.9,3,Very Confused,108,Unknown,Pending Review
12224,23,Male,100,194,White,11,10,Unknown,106,Twitter,Active
12225,51,Non-Binary,82,171,Mixed,6.6,4,Participates in spreading,21,Instagram,Needs Verification
12226,51,Non-Binary,84,183,Mixed,8.4,6,Indifferent,14,Twitter,Needs Verification
12227,49,Non-Binary,93,153,Mixed,9,9,Occasional check,87,Instagram,Warning Issued
12228,18,Female,90,195,White,1.9,11,Believes everything,81,Facebook,Inactive
12229,34,Non-Binary,68,157,Other,11.3,6,Unknown,15,WeChat,Error
12230,56,Female,99,159,Mixed,9,4,Does not engage,36,TikTok,Error
12231,25,Non-Binary,68,170,Hispanic,11.8,9,Fully converted,44,Facebook,Suspended
12232,31,Non-Binary,81,169,White,7.5,4,Does not engage,95,Facebook,Pending Review
12233,43,Male,50,174,Other,2.1,1,Indifferent,53,WhatsApp,Inactive
12234,22,Non-Binary,100,152,Mixed,5.9,8,Participates in spreading,39,Unknown,Suspended
12235,34,Female,106,171,Hispanic,0.1,5,Participates in spreading,0,Instagram,Inactive
12236,68,Non-Binary,112,164,Asian,14.1,4,Needs Verification,111,Twitter,Suspended
12237,54,Male,68,200,Hispanic,1.2,3,Does not engage,50,WeChat,Pending Review
12238,33,Male,87,177,White,1.1,1,Believes everything,27,Unknown,Warning Issued
12239,23,Male,98,164,Black,5.7,9,Completely unaware,110,Unknown,Suspended
12240,22,Female,120,152,Other,9.7,1,Indifferent,38,Instagram,Pending Review
12241,38,Female,103,197,Asian,5,4,Some skepticism,18,WhatsApp,Active
12242,59,Female,98,189,Mixed,6.5,3,Very Confused,119,WeChat,Active
12243,25,Non-Binary,89,167,Other,2.7,0,Unknown,15,Instagram,Pending Review
12244,25,Female,114,172,White,11.2,5,Occasional check,102,WeChat,Pending Review
12245,36,Non-Binary,94,191,Asian,1.9,11,Does not engage,3,Facebook,Warning Issued
12246,63,Male,55,183,Black,7.1,3,Values nothing,32,Snapchat,Needs Verification
12247,30,Female,63,179,Other,11.2,3,Values nothing,62,Instagram,Error
12248,70,Non-Binary,92,159,Asian,1,7,Unknown,-6,WhatsApp,Warning Issued
12249,59,Male,87,162,Mixed,10.8,2,Participates in spreading,49,Facebook,Warning Issued
12250,28,Female,53,200,Other,0.6,10,Fully converted,27,Instagram,Pending Review
12251,33,Non-Binary,71,150,Mixed,4.3,8,Some skepticism,73,WeChat,Needs Verification
12252,63,Male,76,173,Mixed,8.9,0,Participates in spreading,100,Unknown,Warning Issued
12253,51,Female,73,165,Asian,2.3,10,Some skepticism,112,Facebook,Error
12254,25,Male,118,150,White,5.7,6,Some skepticism,51,Instagram,Suspended
12255,56,Female,101,168,Black,7,11,Believes everything,3,WhatsApp,Inactive
12256,51,Non-Binary,51,156,Mixed,12.4,11,Some skepticism,2,Unknown,Pending Review
12257,39,Male,119,160,Asian,14.9,3,Participates in spreading,22,Snapchat,Error
12258,64,Male,98,189,Other,13.1,4,Some skepticism,70,Instagram,Error
12259,55,Female,52,158,White,1.5,1,Completely unaware,27,Snapchat,Suspended
12260,21,Male,111,190,White,6.8,5,Unknown,30,Twitter,Inactive
12261,68,Male,74,150,Other,14.5,4,Indifferent,33,Unknown,Needs Verification
12262,50,Female,75,166,Asian,1,7,More fake news than reality,101,Snapchat,Inactive
12263,63,Non-Binary,104,169,Mixed,9.6,10,More fake news than reality,80,Unknown,Inactive
12264,45,Male,90,189,Black,7.2,10,Very Confused,100,Twitter,Active
12265,30,Male,85,156,Black,6.2,6,More fake news than reality,96,TikTok,Suspended
12266,28,Female,79,171,Hispanic,13.1,6,Believes everything,27,Twitter,Needs Verification
12267,33,Non-Binary,57,150,Asian,2.3,4,Occasional check,23,Facebook,Warning Issued
12268,26,Non-Binary,119,172,Black,5.9,10,Does not engage,34,WhatsApp,Active
12269,64,Male,61,181,Hispanic,10.4,1,Fully converted,108,Unknown,Inactive
12270,46,Male,102,182,Hispanic,4.4,3,Occasional check,8,TikTok,Inactive
12271,44,Non-Binary,59,179,Other,9.4,2,Believes everything,63,Instagram,Suspended
12272,55,Female,88,170,Asian,11.7,5,Completely unaware,33,Facebook,Inactive
12273,49,Male,93,193,Black,13.4,10,Occasional check,34,WhatsApp,Warning Issued
12274,61,Female,95,162,Black,9.3,1,Participates in spreading,1,Facebook,Warning Issued
12275,59,Non-Binary,93,191,Hispanic,10.7,11,More fake news than reality,74,Facebook,Pending Review
12276,18,Male,86,180,White,4.9,8,Does not engage,19,Facebook,Suspended
12277,43,Female,88,161,Asian,3.9,6,Completely unaware,119,Unknown,Suspended
12278,27,Female,84,196,Mixed,0.3,8,Occasional check,9,TikTok,Inactive
12279,31,Non-Binary,61,195,White,10.1,10,More fake news than reality,46,Facebook,Suspended
12280,55,Male,99,189,White,11.2,11,More fake news than reality,4,TikTok,Needs Verification
12281,54,Non-Binary,97,157,Mixed,1.2,6,Some skepticism,83,Unknown,Error
12282,36,Male,58,172,Black,0.7,1,Participates in spreading,28,Twitter,Inactive
12283,65,Male,84,198,Mixed,6.4,5,Very Confused,-4,Twitter,Pending Review
12284,21,Non-Binary,113,187,Black,7.2,7,Occasional check,120,TikTok,Suspended
12285,22,Non-Binary,98,192,Black,5.4,0,Needs Verification,8,TikTok,Inactive
12286,46,Female,118,157,Mixed,2,5,Believes everything,75,WhatsApp,Inactive
12287,45,Male,52,182,Other,5.6,8,Believes everything,-3,Facebook,Active
12288,25,Non-Binary,92,170,Hispanic,10.7,8,Participates in spreading,14,WeChat,Pending Review
12289,19,Male,56,151,Hispanic,2.7,3,Needs Verification,32,WeChat,Needs Verification
12290,31,Male,70,153,White,1.2,6,Completely unaware,-4,Snapchat,Suspended
12291,46,Non-Binary,84,187,Other,0.2,11,Does not engage,-8,Snapchat,Suspended
12292,25,Female,120,159,Black,7.7,3,Participates in spreading,114,TikTok,Suspended
12293,46,Male,117,155,Mixed,14.6,6,Believes everything,91,Twitter,Error
12294,26,Male,104,154,Other,2.9,4,Very Confused,101,TikTok,Suspended
12295,70,Non-Binary,64,151,Black,13.2,4,Values nothing,107,Facebook,Active
12296,65,Male,109,173,Asian,12.5,6,More fake news than reality,52,Facebook,Suspended
12297,40,Non-Binary,85,169,White,6.7,0,Participates in spreading,48,TikTok,Needs Verification
12298,54,Non-Binary,94,157,Asian,6.3,5,Some skepticism,80,Instagram,Suspended
12299,22,Female,96,190,Hispanic,7.7,8,Some skepticism,93,Instagram,Warning Issued
12300,57,Female,83,171,Other,11.8,0,Participates in spreading,21,Facebook,Inactive
12301,51,Male,54,162,Hispanic,6.7,3,Occasional check,-7,Unknown,Needs Verification
12302,58,Male,105,154,Hispanic,13.6,0,More fake news than reality,70,Snapchat,Needs Verification
12303,69,Female,96,156,Black,1.3,3,Fully converted,66,TikTok,Error
12304,22,Non-Binary,93,150,Mixed,12.5,10,Occasional check,6,TikTok,Error
12305,64,Female,75,194,Asian,0.9,5,Very Confused,3,WeChat,Inactive
12306,64,Female,59,176,Asian,13.4,4,Values nothing,52,WeChat,Warning Issued
12307,24,Female,52,193,Asian,12,0,Completely unaware,23,WeChat,Needs Verification
12308,21,Non-Binary,100,183,Hispanic,4.7,10,Participates in spreading,25,Twitter,Active
12309,27,Male,96,154,Mixed,13.2,11,Completely unaware,8,Snapchat,Active
12310,27,Male,79,180,Mixed,2.1,7,Very Confused,-2,WhatsApp,Pending Review
12311,38,Male,70,186,Asian,5.7,6,Very Confused,18,Facebook,Error
12312,58,Non-Binary,78,177,Asian,1.4,1,Unknown,97,Facebook,Error
12313,56,Non-Binary,66,178,Other,5.2,7,Values nothing,120,Unknown,Needs Verification
12314,46,Female,91,156,Hispanic,7.1,4,Believes everything,97,TikTok,Active
12315,50,Female,75,192,Asian,4.2,0,Values nothing,75,Twitter,Error
12316,62,Female,80,158,White,13.5,0,Indifferent,58,Unknown,Needs Verification
12317,56,Non-Binary,81,153,White,4.4,1,Does not engage,97,Snapchat,Error
12318,32,Female,102,189,Mixed,1.8,7,Participates in spreading,15,Unknown,Needs Verification
12319,43,Non-Binary,50,163,Hispanic,14.4,4,Some skepticism,83,Instagram,Warning Issued
12320,27,Female,76,169,Asian,3.6,8,Believes everything,96,Twitter,Pending Review
12321,52,Non-Binary,73,196,Black,10,5,Participates in spreading,55,WeChat,Warning Issued
12322,62,Female,99,172,Mixed,10.9,5,Needs Verification,100,WeChat,Suspended
12323,56,Non-Binary,64,156,Mixed,0.4,11,Very Confused,90,WhatsApp,Warning Issued
12324,49,Non-Binary,114,170,Mixed,7.4,6,Indifferent,9,Instagram,Suspended
12325,57,Male,107,152,Asian,9.3,0,Occasional check,102,Facebook,Needs Verification
12326,43,Non-Binary,89,187,Other,2.1,1,Needs Verification,76,TikTok,Inactive
12327,23,Male,60,193,Black,9.5,4,Some skepticism,75,Unknown,Inactive
12328,42,Male,67,197,Black,3.8,10,More fake news than reality,35,WeChat,Error
12329,21,Female,89,191,White,3.8,8,Participates in spreading,79,Unknown,Active
12330,55,Male,60,196,Black,2.3,1,More fake news than reality,0,Snapchat,Pending Review
12331,58,Non-Binary,101,196,Other,7.7,5,Occasional check,47,Twitter,Pending Review
12332,51,Non-Binary,78,199,Black,8.1,6,Very Confused,99,Unknown,Needs Verification
12333,32,Male,51,158,Mixed,11.6,11,Some skepticism,29,Snapchat,Needs Verification
12334,66,Non-Binary,102,170,Mixed,8.2,11,Completely unaware,83,Instagram,Warning Issued
12335,60,Non-Binary,82,190,Other,6.9,8,Unknown,30,TikTok,Active
12336,26,Male,103,155,Hispanic,1,8,Unknown,56,Instagram,Suspended
12337,58,Male,60,188,Other,9.9,3,Fully converted,109,Instagram,Needs Verification
12338,70,Male,102,170,White,4.3,3,Participates in spreading,18,WeChat,Inactive
12339,63,Female,74,153,Other,5.1,5,Indifferent,53,WeChat,Active
12340,32,Female,95,171,Mixed,2.2,11,Some skepticism,-2,Twitter,Pending Review
12341,45,Female,99,157,Asian,2.5,2,Very Confused,66,Snapchat,Inactive
12342,58,Male,82,195,Black,13.9,3,Fully converted,79,WeChat,Inactive
12343,45,Non-Binary,83,182,Asian,2.6,6,Indifferent,81,Twitter,Error
12344,60,Non-Binary,69,192,Asian,10.5,8,Occasional check,20,Snapchat,Suspended
12345,35,Female,62,165,Other,1,11,Values nothing,118,Facebook,Inactive
12346,30,Non-Binary,73,176,Other,9.7,9,Fully converted,23,WeChat,Error
12347,38,Female,107,175,White,6.5,10,Participates in spreading,2,WhatsApp,Needs Verification
12348,43,Male,118,181,Asian,9.2,11,Very Confused,-3,Facebook,Inactive
12349,60,Non-Binary,84,174,Asian,2.2,11,Unknown,14,Snapchat,Needs Verification
12350,54,Female,65,170,Other,13.6,7,Participates in spreading,34,WhatsApp,Pending Review
12351,48,Male,98,152,White,12,6,Some skepticism,27,Instagram,Needs Verification
12352,40,Non-Binary,68,192,Asian,10,10,Values nothing,32,Instagram,Active
12353,35,Non-Binary,52,192,Hispanic,5,8,Believes everything,91,Snapchat,Suspended
12354,68,Male,57,189,Other,0.7,1,Some skepticism,111,Snapchat,Active
12355,32,Non-Binary,106,167,Asian,0.6,1,Fully converted,118,Instagram,Error
12356,44,Female,88,159,White,10.9,8,More fake news than reality,64,WhatsApp,Pending Review
12357,38,Male,59,189,Other,13.9,6,Some skepticism,75,Twitter,Needs Verification
12358,48,Male,95,174,White,5.3,11,Needs Verification,74,Instagram,Suspended
12359,41,Non-Binary,113,196,Asian,2.8,10,Very Confused,-5,WhatsApp,Inactive
12360,40,Male,113,183,Mixed,0.4,1,Fully converted,1,Instagram,Needs Verification
12361,30,Non-Binary,103,156,Other,6.7,11,Completely unaware,111,WhatsApp,Pending Review
12362,35,Non-Binary,109,176,Other,8.2,11,Completely unaware,54,Snapchat,Inactive
12363,47,Non-Binary,51,173,White,1.1,6,Needs Verification,74,Snapchat,Needs Verification
12364,54,Male,96,190,Asian,10.5,7,Completely unaware,108,Instagram,Needs Verification
12365,40,Non-Binary,100,185,Mixed,8,4,Indifferent,-5,Twitter,Active
12366,54,Male,52,162,White,14.6,2,Some skepticism,63,Instagram,Inactive
12367,42,Male,64,183,Black,0.5,6,Needs Verification,16,WeChat,Needs Verification
12368,52,Male,52,153,White,1.1,8,Indifferent,73,Twitter,Inactive
12369,53,Female,75,197,Mixed,12.8,1,Participates in spreading,68,WeChat,Error
12370,18,Non-Binary,106,163,Other,3.1,6,Unknown,78,TikTok,Active
12371,34,Non-Binary,75,182,Hispanic,14,4,Some skepticism,76,TikTok,Inactive
12372,20,Male,117,195,Black,0,7,Believes everything,33,Instagram,Warning Issued
12373,34,Male,89,187,Mixed,0.2,8,Fully converted,95,Instagram,Active
12374,49,Male,113,173,Asian,9.8,5,Some skepticism,104,Facebook,Suspended
12375,42,Non-Binary,51,179,Other,4.7,3,Fully converted,120,Unknown,Error
12376,32,Non-Binary,89,172,Black,14.3,2,Completely unaware,9,Twitter,Inactive
12377,55,Female,106,193,Hispanic,14.4,0,Indifferent,-1,Twitter,Active
12378,27,Female,65,177,Asian,3.5,2,Fully converted,35,WhatsApp,Error
12379,44,Non-Binary,81,182,Asian,13,0,Believes everything,44,WhatsApp,Inactive
12380,66,Female,64,179,Other,5.8,2,Unknown,35,Facebook,Pending Review
12381,42,Non-Binary,94,181,Black,10.1,3,Completely unaware,80,WhatsApp,Needs Verification
12382,46,Male,102,185,Black,10.5,9,Completely unaware,7,WhatsApp,Warning Issued
12383,68,Non-Binary,110,169,Hispanic,12.7,5,Occasional check,113,WeChat,Inactive
12384,38,Non-Binary,99,167,Black,5.8,11,Some skepticism,102,WeChat,Pending Review
12385,29,Male,112,166,Hispanic,10.4,5,Unknown,113,Facebook,Error
12386,45,Male,64,187,Asian,9.6,2,Participates in spreading,112,WhatsApp,Error
12387,25,Non-Binary,68,175,White,9.8,11,Believes everything,1,WeChat,Inactive
12388,51,Male,76,163,Mixed,7.5,3,Participates in spreading,23,TikTok,Error
12389,58,Male,104,177,Black,3,7,Values nothing,85,Snapchat,Suspended
12390,59,Male,112,181,Hispanic,9.9,2,Some skepticism,68,Facebook,Active
12391,70,Female,95,158,White,1.6,0,More fake news than reality,94,Twitter,Suspended
12392,62,Female,53,153,Asian,7.1,2,Very Confused,96,Twitter,Needs Verification
12393,49,Non-Binary,114,173,Asian,11.3,1,Completely unaware,36,Twitter,Warning Issued
12394,27,Male,102,195,Asian,6.2,4,Fully converted,34,TikTok,Active
12395,21,Female,60,181,Other,2.9,5,Unknown,42,Twitter,Suspended
12396,53,Female,107,155,Other,12.8,3,Believes everything,50,Snapchat,Suspended
12397,69,Non-Binary,108,186,Other,6.6,5,Fully converted,65,Instagram,Pending Review
12398,55,Male,88,159,White,13.9,11,Occasional check,-4,WhatsApp,Suspended
12399,70,Male,51,191,Black,10.7,4,More fake news than reality,24,Unknown,Pending Review
12400,18,Male,111,152,Black,0.7,2,Occasional check,78,Facebook,Active
12401,34,Female,118,162,Mixed,13.4,11,Indifferent,63,WhatsApp,Needs Verification
12402,33,Male,104,151,White,2.8,4,Fully converted,84,WeChat,Suspended
12403,69,Female,92,172,Black,9.1,6,Participates in spreading,8,Unknown,Pending Review
12404,39,Non-Binary,89,154,Hispanic,1.4,0,Believes everything,86,TikTok,Pending Review
12405,42,Female,115,156,Other,3.2,11,Indifferent,-4,WeChat,Suspended
12406,30,Non-Binary,52,164,White,14.5,1,Needs Verification,12,Twitter,Active
12407,22,Non-Binary,102,197,Mixed,3.8,11,More fake news than reality,6,Snapchat,Warning Issued
12408,30,Non-Binary,103,158,Black,11.6,7,Completely unaware,64,WhatsApp,Suspended
12409,28,Non-Binary,51,168,Other,2.4,5,Needs Verification,63,Instagram,Needs Verification
12410,70,Male,76,180,Black,0.2,8,Some skepticism,26,Facebook,Error
12411,48,Male,118,182,Hispanic,5.9,8,More fake news than reality,84,WeChat,Suspended
12412,32,Female,114,159,Black,2.4,7,Participates in spreading,97,Facebook,Suspended
12413,20,Female,104,155,Mixed,3.6,9,Indifferent,29,TikTok,Warning Issued
12414,34,Non-Binary,120,164,Black,4.5,1,Occasional check,97,Twitter,Error
12415,46,Male,60,171,Black,9.5,6,Believes everything,56,Facebook,Error
12416,59,Non-Binary,119,186,Mixed,6.2,4,Unknown,51,TikTok,Warning Issued
12417,46,Non-Binary,87,175,Mixed,5.2,8,Some skepticism,42,TikTok,Suspended
12418,44,Female,85,156,Other,3.4,0,Needs Verification,95,Snapchat,Error
12419,42,Female,56,153,Mixed,1.8,4,More fake news than reality,85,WeChat,Active
12420,66,Female,59,183,Black,5.4,5,Some skepticism,50,TikTok,Pending Review
12421,23,Non-Binary,80,155,White,8.4,10,Needs Verification,39,Instagram,Inactive
12422,55,Female,116,194,Hispanic,5.4,0,Completely unaware,40,Instagram,Inactive
12423,63,Female,83,191,Mixed,2.8,1,Does not engage,66,TikTok,Suspended
12424,58,Female,117,176,Other,4.7,4,Needs Verification,75,TikTok,Warning Issued
12425,42,Non-Binary,59,157,Hispanic,14.4,11,Very Confused,36,Snapchat,Inactive
12426,19,Female,98,186,Hispanic,14.9,2,Occasional check,41,Unknown,Suspended
12427,69,Male,117,196,Other,6.9,7,Unknown,36,Twitter,Needs Verification
12428,35,Non-Binary,61,181,Black,6.5,3,Participates in spreading,80,TikTok,Inactive
12429,41,Non-Binary,81,173,Hispanic,4.1,0,Some skepticism,32,Twitter,Active
12430,46,Female,110,182,Hispanic,12.5,0,Participates in spreading,2,WhatsApp,Suspended
12431,39,Female,100,184,Other,10.8,3,Occasional check,101,Twitter,Suspended
12432,27,Male,91,199,Other,12.2,6,More fake news than reality,37,Snapchat,Active
12433,49,Female,86,195,Hispanic,3.8,10,Unknown,38,Snapchat,Active
12434,43,Female,94,198,Mixed,3.3,2,Some skepticism,41,Snapchat,Error
12435,43,Non-Binary,71,153,Other,6.8,7,Occasional check,78,Snapchat,Needs Verification
12436,48,Male,70,160,White,10.6,5,Some skepticism,67,WhatsApp,Suspended
12437,38,Male,70,174,Other,3.7,2,Values nothing,25,Twitter,Pending Review
12438,26,Female,50,164,Asian,7.4,8,Does not engage,9,Instagram,Inactive
12439,46,Female,82,200,Asian,12.1,7,More fake news than reality,91,Unknown,Warning Issued
12440,52,Non-Binary,70,158,White,4.4,8,Believes everything,36,Snapchat,Needs Verification
12441,58,Female,57,174,Hispanic,2.9,0,Does not engage,55,Facebook,Error
12442,29,Female,102,151,Other,14.6,9,Completely unaware,-8,WeChat,Suspended
12443,66,Non-Binary,79,176,Asian,13.3,3,Values nothing,101,Snapchat,Pending Review
12444,42,Female,59,150,Hispanic,9.5,8,Participates in spreading,36,Snapchat,Pending Review
12445,29,Male,112,195,Mixed,7.9,10,Indifferent,95,TikTok,Pending Review
12446,28,Female,68,163,Other,14.7,1,Very Confused,111,Instagram,Active
12447,42,Female,58,199,Hispanic,1.9,9,Some skepticism,74,WhatsApp,Suspended
12448,41,Non-Binary,54,172,Other,12.4,0,Indifferent,69,Snapchat,Needs Verification
12449,59,Female,119,178,Asian,10.3,6,Believes everything,97,Twitter,Suspended
12450,68,Male,52,183,Hispanic,5.1,1,More fake news than reality,94,WeChat,Inactive
12451,56,Male,65,190,White,14.2,2,More fake news than reality,31,WhatsApp,Inactive
12452,32,Male,88,160,Black,1.7,1,Unknown,88,Unknown,Suspended
12453,24,Female,62,153,White,12.6,2,Does not engage,75,Snapchat,Suspended
12454,60,Non-Binary,84,165,Hispanic,0.2,6,More fake news than reality,72,Instagram,Warning Issued
12455,47,Female,114,151,Mixed,11.7,6,Needs Verification,12,Instagram,Pending Review
12456,39,Non-Binary,57,175,Asian,13.7,4,Completely unaware,13,Twitter,Pending Review
12457,20,Male,111,174,White,4.1,0,Does not engage,80,WhatsApp,Active
12458,39,Female,50,172,Hispanic,7.7,5,Needs Verification,27,WhatsApp,Active
12459,40,Female,72,194,Black,7.7,0,Believes everything,-6,Snapchat,Needs Verification
12460,50,Non-Binary,89,183,White,7.4,0,Fully converted,69,Instagram,Needs Verification
12461,24,Non-Binary,100,173,Black,4,2,Unknown,48,WhatsApp,Pending Review
12462,60,Male,96,168,Hispanic,4.6,10,Believes everything,116,Instagram,Suspended
12463,43,Male,82,168,Black,1.9,5,Unknown,51,Instagram,Inactive
12464,18,Non-Binary,50,154,Mixed,10,9,Completely unaware,58,TikTok,Pending Review
12465,31,Female,83,197,Mixed,5.7,0,Values nothing,9,Facebook,Needs Verification
12466,69,Female,65,182,Other,10.2,9,Unknown,20,TikTok,Inactive
12467,70,Male,97,184,White,6.9,7,Values nothing,58,WhatsApp,Inactive
12468,27,Non-Binary,71,192,Hispanic,8.7,8,More fake news than reality,14,Facebook,Inactive
12469,45,Non-Binary,85,162,Asian,8.4,6,Fully converted,39,Facebook,Active
12470,42,Male,112,152,Black,14.4,8,Participates in spreading,43,Snapchat,Active
12471,59,Female,55,170,White,9.5,3,Participates in spreading,51,Twitter,Active
12472,45,Non-Binary,101,191,Other,13.1,0,Some skepticism,116,Facebook,Active
12473,46,Female,50,167,Black,5.2,6,More fake news than reality,113,Instagram,Needs Verification
12474,19,Non-Binary,104,181,White,12.5,6,Does not engage,100,WeChat,Warning Issued
12475,24,Non-Binary,53,193,Other,4.7,8,Values nothing,26,Unknown,Inactive
12476,57,Female,59,159,Mixed,9.5,0,Very Confused,15,Twitter,Active
12477,67,Female,86,191,Black,4.2,8,Fully converted,56,Facebook,Error
12478,42,Female,103,195,Other,10.6,10,Needs Verification,10,WhatsApp,Inactive
12479,27,Female,59,155,Asian,14.2,0,Indifferent,2,Unknown,Needs Verification
12480,42,Male,65,168,Black,3.1,3,More fake news than reality,-6,TikTok,Active
12481,60,Non-Binary,70,186,Mixed,14,6,Indifferent,59,Facebook,Pending Review
12482,58,Male,50,189,Other,10.4,5,Does not engage,104,WeChat,Active
12483,51,Non-Binary,76,158,Mixed,5,2,Indifferent,44,Unknown,Pending Review
